ID,location,temperature,air_quality_index,wind_speed,humidity,precipitation
67B11D3E-3DB4-1302-8E85-EBB49D117B26,Perth,36°C,30,5km/h,No,3mm
780DCF3A-9DC7-4A9F-1A0C-603A4C637997,Cairns,36°C,34,6km/h,No,5mm
86326B61-6DEC-4882-4183-9F735FC06A08,Darwin,33°C,14,3km/h,Yes,9mm
09E0C85A-3EC1-9EA3-2808-A71F7B1438C1,Melbourne,33°C,57,3km/h,No,8mm
FFE1144D-2D93-4E1A-2270-BF80730B445C,Darwin,32°C,6,5km/h,No,5mm
2822E6E5-9DC6-A45D-38C4-2E4BE25C6451,Adelaide,30°C,30,7km/h,Yes,15mm
4544BD31-A3D1-6C08-4271-91A8D21D949C,Cairns,28°C,7,6km/h,Yes,12mm
B32635A7-1566-6A1B-6E8F-9F80BD5898DF,Melbourne,33°C,47,4km/h,No,8mm
FC00E2C1-96D2-8A6B-8FA5-9375DC836EC8,Adelaide,30°C,9,4km/h,Yes,14mm
944E58E6-0B81-39A5-0B6C-72C7DECC5681,Perth,28°C,60,3km/h,Yes,10mm
574639E9-087F-250F-02A9-11B934C10AEB,Sydney,30°C,52,6km/h,Yes,12mm
CFE01595-27D3-5F9C-77E0-288B192419FF,Cairns,33°C,46,3km/h,No,5mm
7A1449A9-5B25-3ADF-6D21-0C8E31424A48,Adelaide,36°C,11,6km/h,No,3mm
A375C0B7-5202-425F-891D-CA08FE396513,Cairns,33°C,17,4km/h,Yes,9mm
6AC2CB71-A777-8DA1-8F08-ECAB054B7B39,Cairns,30°C,55,7km/h,Yes,15mm
B5E20F29-2C35-8217-72B3-71C5CC677122,Perth,35°C,52,6km/h,No,3mm
99199427-0797-A6B8-770D-7F7992C52267,Melbourne,36°C,13,3km/h,No,5mm
577FC650-8EF5-92AD-48BD-63390186222B,Perth,34°C,46,3km/h,No,5mm
A8B56020-13FA-4AFE-7FE2-3E22C3146386,Cairns,36°C,11,3km/h,No,5mm
8C1ED005-895B-95C5-3C53-FD86548F1AFD,Adelaide,30°C,54,7km/h,Yes,11mm
8427994D-04FC-3FDF-4594-837E2953462F,Darwin,28°C,40,7km/h,Yes,13mm
F62F0FCF-8331-2C7C-867D-2D93461E0179,Adelaide,33°C,22,6km/h,No,5mm
3D475D8E-735F-8E10-6CB5-050620650755,Perth,36°C,15,6km/h,No,5mm
8817FAA2-4ACA-756D-94CD-A0EC16B11B77,Perth,30°C,20,6km/h,Yes,15mm
D3D18F3A-6268-9D95-A004-A090B6028835,Sydney,27°C,8,4km/h,Yes,14mm
A33A5C7E-0B7C-46F3-48D5-1F386A1F563D,Adelaide,36°C,17,5km/h,No,4mm
237DFADC-93A8-7159-2C34-66A637123465,Perth,34°C,38,3km/h,No,5mm
AB4AE6CE-837B-56FA-8A08-F4E54CF338E1,Melbourne,30°C,56,7km/h,Yes,10mm
E78243FE-A13B-5052-0A52-F91A5EE31746,Adelaide,32°C,43,6km/h,Yes,5mm
90C12519-5F6F-7DC9-1869-498DEC1E46B6,Perth,30°C,31,6km/h,Yes,12mm
579C0E17-1BCC-0552-5B13-6A2EB8CF8623,Darwin,33°C,31,3km/h,No,5mm
97E1CA2E-42B5-74EB-0C08-790EEAD73FAE,Sydney,30°C,9,4km/h,Yes,11mm
C8F4F365-8259-3EA3-9EA2-18D6DD9E84E5,Melbourne,30°C,37,5km/h,Yes,6mm
C5A252B9-0EB5-427B-4605-989333CE9D71,Darwin,35°C,36,6km/h,No,3mm
255A271E-15A8-5AC3-96DB-2F669EA958EA,Adelaide,30°C,56,4km/h,Yes,13mm
6F4B3D40-095F-6328-05AF-B1B7F35C2ECA,Darwin,35°C,39,5km/h,No,5mm
43F33A6E-95B4-7C2D-9AE1-E4522D398AFA,Adelaide,34°C,54,6km/h,Yes,5mm
B483A4C4-42DC-5656-74F8-406F1A5E3DD0,Darwin,36°C,14,3km/h,No,4mm
0DB9E76F-6BC6-3C7E-74BE-7894460F1475,Melbourne,34°C,37,4km/h,No,8mm
4577D2DD-4B4F-8F39-6446-0F6A61298FDA,Darwin,30°C,55,6km/h,Yes,6mm
79E4E3A9-4212-891F-21E0-1B55A25898DD,Adelaide,27°C,8,7km/h,Yes,13mm
577DC7F9-3AD8-91F4-3DA3-8C8055A69745,Sydney,30°C,12,6km/h,No,7mm
3BC32095-99D3-8233-5B2D-8DFD058F2761,Melbourne,34°C,23,7km/h,No,5mm
4856738E-7176-3174-6BFF-8BF380581265,Perth,33°C,23,7km/h,No,5mm
38C3E5C9-7BEC-7637-77A6-56F3EB3516D5,Cairns,29°C,34,6km/h,Yes,11mm
BF6590B6-5343-7D8C-523D-8D95985F1123,Darwin,29°C,12,7km/h,Yes,12mm
5198D5C2-1369-A2AD-75B9-BE54FBAE1A7E,Cairns,34°C,11,5km/h,Yes,8mm
6BB5178F-6485-5BE2-35FD-8748B70B5360,Sydney,34°C,20,6km/h,No,3mm
0EC31D6B-29A3-601D-A251-7D377A011978,Sydney,36°C,46,6km/h,No,3mm
C00693C2-9D4D-8721-6F59-37DF664831D5,Cairns,28°C,27,4km/h,Yes,10mm
20AD1CC5-6A60-3C8F-9827-DF8901418254,Melbourne,30°C,33,5km/h,No,5mm
A0D888E0-45E7-47E6-054A-B68CC32C691A,Cairns,29°C,58,3km/h,Yes,11mm
690EB321-056D-3A69-56E1-04FE5E0B3F32,Perth,34°C,32,5km/h,No,5mm
C4DE4478-1072-40BC-0108-A9B332C49345,Sydney,34°C,32,5km/h,No,3mm
8415E7E4-76BB-8C9E-0D4B-086A56B83FD7,Darwin,28°C,25,4km/h,Yes,12mm
F6B9FB12-79A8-4F09-477A-4D3D409F1D30,Adelaide,33°C,9,6km/h,No,6mm
FC04DE4D-335E-7481-201F-4C67B5C24976,Perth,27°C,33,5km/h,Yes,14mm
9B3B4A44-4023-978B-A692-EB95EC160C9D,Darwin,28°C,27,3km/h,Yes,11mm
15F0D10E-2F0A-5DCA-0E5D-944D430B4805,Cairns,36°C,23,3km/h,No,5mm
AA1A4D78-230D-6607-3720-A54434869479,Melbourne,30°C,55,3km/h,Yes,15mm
88C4C5C7-575E-044B-352D-23EFA2602042,Sydney,34°C,10,5km/h,No,3mm
90E10909-68C7-0412-128B-03AA65077D07,Darwin,29°C,15,6km/h,Yes,13mm
C6922E46-2E18-7DEB-A6E5-B7FA10CC2372,Darwin,28°C,24,5km/h,Yes,12mm
337D1ADD-8E1D-2105-2C50-32507C601C98,Perth,34°C,41,4km/h,No,5mm
46750D8F-7A43-61A4-776F-8D15DBFC4170,Adelaide,30°C,51,7km/h,Yes,13mm
3CACCD4D-0B4E-A2E4-03BA-B1AD6CDA5289,Adelaide,32°C,19,7km/h,Yes,5mm
39AC340A-A53A-0E7A-09A9-BC0CD5211D93,Adelaide,30°C,36,6km/h,Yes,6mm
2C488BA4-263B-3CBE-33A1-345B37BE38DA,Cairns,36°C,8,5km/h,No,4mm
F9E2E10D-3948-7A23-1E97-1820118A7B0E,Perth,28°C,23,3km/h,Yes,10mm
591F17DE-2560-5081-9517-298FBB9EA75E,Sydney,34°C,51,3km/h,No,5mm
1FFCA922-9F59-7579-5E8C-D384B5149E09,Cairns,32°C,21,4km/h,Yes,9mm
A89844CE-128A-A33A-8EA4-49000F4F5AB4,Melbourne,29°C,36,4km/h,Yes,12mm
852EFB17-7820-68A8-89E9-48C0AE53A0EF,Perth,32°C,54,3km/h,Yes,6mm
2F99B710-22AA-2F2C-9499-EF1BD1388167,Melbourne,29°C,8,4km/h,Yes,12mm
B8B0A882-0DD8-5D35-55E8-808E134A3E8C,Adelaide,29°C,26,4km/h,Yes,13mm
C1BC5C7B-82D0-87B8-627A-8F6F3557585F,Adelaide,29°C,60,5km/h,Yes,10mm
F683A6CD-6B9E-7CE8-5738-D4730CF292EB,Adelaide,34°C,12,5km/h,No,5mm
5CA4B278-969F-626B-1E32-17DEA57A8789,Cairns,30°C,19,3km/h,No,6mm
7279EA51-1EFA-6807-1F10-10ADF9E31A1D,Darwin,30°C,29,3km/h,Yes,13mm
5E7F6843-5A7F-9D68-426E-59236FA40CAC,Cairns,36°C,16,4km/h,No,3mm
E28A6255-484D-74CC-8772-1EE7727E95FF,Melbourne,33°C,20,3km/h,No,6mm
5A3831C0-0938-5C92-7419-61AC180E6ED3,Sydney,30°C,31,4km/h,Yes,14mm
A2BCA058-14BD-7FBA-3D62-BAE549EC5CF9,Darwin,28°C,45,3km/h,Yes,14mm
F500068C-8204-34AF-2DBC-0F73D6F85C3D,Melbourne,32°C,60,6km/h,Yes,8mm
762C6BBF-7231-838D-A474-F3E1C93592FF,Cairns,31°C,11,6km/h,No,5mm
C53D3AF3-98E6-A44D-7EDD-F026F03E10DB,Perth,32°C,46,6km/h,Yes,7mm
ED2FBBA7-0DA2-6D20-80FD-C634E07F0786,Melbourne,30°C,37,4km/h,Yes,9mm
02611673-3260-2494-2B88-29B5FFF2708C,Darwin,31°C,10,3km/h,No,7mm
DB317355-75B3-39EF-7321-4D9D20CD0722,Cairns,35°C,23,4km/h,No,3mm
D0E50A5A-94A6-27B6-A71D-BDDB872B9F31,Melbourne,30°C,33,5km/h,Yes,13mm
95E3A01B-A4BE-8B15-89E6-CD7D148D7345,Melbourne,32°C,29,5km/h,Yes,6mm
81A426F0-0960-04D5-0871-0B283836A24F,Melbourne,36°C,28,4km/h,No,5mm
F0765C76-0F5B-2B51-9492-20E8B3511E8D,Adelaide,28°C,46,3km/h,Yes,14mm
AF03F5E1-3E10-00CD-9F8F-A0A60C052687,Sydney,33°C,14,5km/h,Yes,5mm
80DB473B-97F9-73BC-65F6-AE75039392F3,Adelaide,30°C,36,7km/h,Yes,14mm
5DF8529E-6D05-207E-6DCE-6358BDF235C1,Melbourne,36°C,55,6km/h,No,4mm
4F2495DC-8EB0-8B53-4D82-8D175BEF3455,Cairns,27°C,16,6km/h,Yes,15mm
9E27E19A-61D2-07BE-6B36-63B1BA8429BA,Melbourne,36°C,30,4km/h,No,5mm
A9387811-60F6-9B30-1623-044294BB9A79,Adelaide,36°C,34,7km/h,No,3mm
67A24F73-0E09-7756-0150-23FE916B4097,Darwin,29°C,12,7km/h,Yes,15mm
A6AA9B46-A19B-8C3F-8837-CEEE62643B52,Perth,28°C,18,4km/h,Yes,11mm
B3FBDD26-4DBA-922C-2963-652F4AB04D42,Cairns,30°C,50,4km/h,No,6mm
CADF4D8E-702E-20EF-2FB9-4FC2E5180AAE,Melbourne,35°C,53,4km/h,No,4mm
FFEE382C-4934-5BD5-4926-708FD0334F5F,Melbourne,29°C,55,6km/h,Yes,12mm
909065BE-4DC6-1A9F-77FC-7EE78E9470F1,Darwin,34°C,28,7km/h,No,5mm
2F1E7F64-A57D-698F-397F-85665E9D64B7,Perth,32°C,19,5km/h,Yes,6mm
BD539811-181C-5BB1-63BE-4CB087610A67,Melbourne,30°C,59,7km/h,No,5mm
27655BD4-4901-4AA6-015E-65508DAE44D9,Adelaide,30°C,13,5km/h,Yes,11mm
C2AA3CAA-562C-6124-5299-14CB8F42A6CF,Darwin,31°C,13,6km/h,No,8mm
E447C4EE-23F2-0BBB-0518-4D9080EC8BAA,Darwin,33°C,10,7km/h,Yes,8mm
101B9F43-7D84-8BB8-30A4-CB524C272268,Darwin,31°C,13,7km/h,Yes,5mm
6DCEC47F-936B-0B82-5C4B-8F27D3609ACB,Melbourne,36°C,29,5km/h,No,4mm
21CA699E-6DBD-6D05-789A-4080777C9016,Cairns,35°C,13,4km/h,No,4mm
EDCF6D5F-52CA-75B5-3173-1A6D68A6A6B0,Melbourne,27°C,51,5km/h,Yes,14mm
79242AC5-211B-8F52-1800-216120850C60,Sydney,35°C,44,4km/h,No,4mm
66D98538-2834-8D30-1575-0E6F9EDF8E49,Adelaide,35°C,44,3km/h,No,5mm
E651FBDD-A169-5CEC-0DEE-9A41D1E26744,Melbourne,31°C,36,3km/h,No,6mm
94E2B6C3-5C1D-67C9-75F9-5DF6BDAF455B,Perth,30°C,15,3km/h,No,9mm
FC077D9B-A709-263F-91DC-5C9E64F303F0,Cairns,29°C,54,3km/h,Yes,14mm
DC14630B-2C67-0A9F-071F-55B7D18463A4,Adelaide,34°C,46,6km/h,No,4mm
4A285167-A7B7-66B9-353F-63CB5CDC7C57,Cairns,30°C,38,3km/h,Yes,14mm
3A4ACF1A-61C0-963A-4544-364E0DC794D2,Adelaide,34°C,17,5km/h,No,7mm
8676B2FE-6DA2-9A7C-7CD1-E4BDB13D8CC1,Perth,36°C,58,6km/h,No,3mm
FCCEDCC6-3A75-8E87-51E7-072DF8C94EF0,Cairns,28°C,7,5km/h,Yes,11mm
A4D73D66-8E9F-3FC0-1EAB-5E0876C53BB6,Sydney,34°C,32,7km/h,No,5mm
DEF29C5B-427E-3ADA-8F15-019F24E11855,Melbourne,27°C,50,4km/h,Yes,15mm
F0272143-7C98-764C-4BAB-F0A554FD434D,Darwin,34°C,25,5km/h,No,5mm
26FEE7F5-63FB-993C-075B-95C44028A5A9,Sydney,36°C,59,4km/h,No,4mm
AC6DC121-215E-2B9A-0704-AB7893A7A398,Adelaide,33°C,60,3km/h,No,7mm
BFB21E47-9C61-0B50-35C2-9655500098A6,Melbourne,36°C,22,4km/h,No,4mm
58D55DAD-6A06-8A35-5165-F6A7211F9FBD,Melbourne,34°C,53,5km/h,No,4mm
EC238F46-4BBF-211F-7681-2B764B9D9738,Cairns,30°C,30,6km/h,Yes,9mm
94F580A5-1342-A400-9F72-55EBBFB08F9E,Sydney,35°C,10,4km/h,No,5mm
8C27A81D-0461-8E5E-32B9-E317E4C472FE,Adelaide,33°C,25,5km/h,Yes,8mm
A4EEAF9E-1D1B-08E1-941B-434B5FC5016E,Darwin,35°C,6,5km/h,No,5mm
E50EC0B2-7F4E-89AC-8C6B-5CD25FB15D20,Cairns,35°C,13,5km/h,No,4mm
55AA1F27-7F09-A750-98D2-70E428806458,Melbourne,34°C,50,3km/h,No,3mm
A8057066-8A8B-7AF9-A235-B683544E0AA8,Sydney,34°C,27,7km/h,No,9mm
58FDD63C-1B14-2D4E-9266-59F4D8305AAA,Melbourne,29°C,45,3km/h,Yes,11mm
82FE41EC-80F6-0650-8D42-6C5A77DB801A,Melbourne,34°C,54,7km/h,No,4mm
65C392E9-836C-5A3E-521B-4B46FEFB43A8,Perth,36°C,28,4km/h,No,4mm
253688BA-288C-0123-3F3E-171E529D74F9,Darwin,34°C,47,4km/h,No,5mm
8EB79114-5F7E-482F-24CC-BF6B870214A2,Darwin,34°C,31,6km/h,No,8mm
FDDE66B6-7830-11C4-60FD-8E4E32712A30,Melbourne,30°C,33,5km/h,Yes,13mm
DA7C3756-9C15-6EF3-66A3-A06708E278AB,Melbourne,28°C,33,3km/h,Yes,15mm
BD448C55-4F9A-533A-1919-4D63D6F33D56,Melbourne,29°C,11,7km/h,Yes,15mm
33DEAF11-47F6-62F0-015F-B07E93603710,Perth,33°C,55,5km/h,No,7mm
8DE82045-A113-9AC6-767F-BF432DEC9756,Melbourne,28°C,51,4km/h,Yes,14mm
BD1C6D35-1824-73E6-1617-28A4940197E5,Darwin,31°C,13,7km/h,Yes,7mm
17657F03-649C-6316-279A-2D883CF80640,Darwin,34°C,51,5km/h,No,5mm
4287C74F-50CC-4F23-9CB1-E099087A3FC5,Darwin,34°C,36,3km/h,No,3mm
59302424-5DB2-264D-5BF5-86EB7D3D7369,Melbourne,29°C,19,5km/h,Yes,10mm
A06E56C6-017C-0C99-98D0-2689F6D60227,Adelaide,36°C,51,3km/h,No,3mm
13246BFB-2F0D-1AFE-5407-1E4F7CC4787B,Melbourne,35°C,32,3km/h,No,4mm
453B4E34-7D5E-7B2B-19FB-ACD2AD535C55,Melbourne,27°C,13,3km/h,Yes,13mm
99277893-5D2F-4040-3434-1D0666609F60,Sydney,27°C,8,6km/h,Yes,10mm
5912E67C-5A5D-A27D-973B-180D37EE42C2,Melbourne,34°C,20,7km/h,No,5mm
E768A0B4-A109-6210-2EAB-F59C2D8A307A,Sydney,35°C,45,5km/h,No,3mm
AE2FDAAC-9789-1D51-37E6-072CE2700D9F,Adelaide,29°C,30,3km/h,Yes,12mm
8AC8E3D6-27FF-1AC8-8194-EEBE3A369608,Sydney,31°C,31,5km/h,Yes,6mm
6DFCC70A-877A-044C-442F-2FF70949A769,Cairns,27°C,37,7km/h,Yes,14mm
6C49E4DA-0779-5D9B-89A0-D6F0AEE54B8E,Perth,30°C,38,5km/h,Yes,7mm
F1448B06-7FEB-4899-9E37-1C6227E00568,Melbourne,27°C,40,5km/h,Yes,11mm
018174BE-15EA-35AD-68B1-9C72F206A7B5,Cairns,30°C,47,5km/h,Yes,9mm
4333E88E-1D37-85D0-31FE-8B7F64FC39D8,Adelaide,33°C,43,7km/h,Yes,7mm
64C247C3-9A90-A02B-211F-AD37FD3D9B83,Sydney,27°C,6,4km/h,Yes,13mm
C079421A-48FC-2232-7AD0-B8BFC4972429,Sydney,27°C,37,7km/h,Yes,13mm
70639D47-81CA-0AF7-5335-0BF98FEE743A,Perth,32°C,36,6km/h,No,6mm
96257571-5C42-2591-3A08-32EFDB715D4C,Melbourne,30°C,15,3km/h,Yes,9mm
999AF305-0E10-414A-A529-D9C8843F86E9,Cairns,36°C,53,7km/h,No,4mm
9FB19F14-8887-15C0-97E8-F39127A6704C,Perth,33°C,48,6km/h,Yes,6mm
4F6C9E78-4D65-23C7-347C-07D8771C2563,Melbourne,34°C,38,3km/h,No,5mm
A13E9367-61DE-A292-7245-7728A68F5AAE,Sydney,28°C,7,3km/h,Yes,13mm
69096B80-2BFA-59DC-9D3C-1488BD293729,Adelaide,35°C,29,5km/h,No,4mm
025BC2BA-4907-345E-2602-49D698D69E75,Darwin,28°C,14,7km/h,Yes,11mm
4A619D76-5032-8AB1-5DAB-0D84845D3D75,Sydney,32°C,34,5km/h,Yes,5mm
2C1F3323-7D5A-530C-2A57-9EC914106B32,Sydney,27°C,42,4km/h,Yes,12mm
874B5C2A-4345-9748-9707-401FE5A0248F,Perth,29°C,18,5km/h,Yes,11mm
63AE0B00-6E97-27A1-A4AD-1ECFFDEE443B,Cairns,30°C,14,5km/h,Yes,14mm
045EF28A-47CF-134D-8886-32EDCAF40CD9,Adelaide,31°C,58,7km/h,Yes,7mm
AFAB0BB5-4B2D-9402-1EA0-36640156870A,Adelaide,28°C,56,4km/h,Yes,13mm
19453E67-4E7F-A34E-69E1-D6E81C164D1F,Melbourne,34°C,20,7km/h,Yes,6mm
50FB36A4-2D23-8E03-A253-6E96F68F7D33,Darwin,30°C,42,6km/h,Yes,10mm
3687F383-A000-3CC2-5937-E3B27DD742EA,Cairns,28°C,16,6km/h,Yes,11mm
B71E8CC6-A340-A541-3B07-F54079FC86DF,Darwin,36°C,44,6km/h,No,4mm
C3B28012-3722-7DDD-321F-62850C2F5313,Perth,35°C,8,3km/h,No,4mm
088F351C-1E6E-72AC-1AE0-C5C9BCEB49AB,Perth,29°C,29,3km/h,Yes,14mm
37B1BE2B-A7A0-66C3-4F45-361645833424,Cairns,35°C,51,7km/h,No,5mm
B4BEE38E-4BCC-7BC6-69E2-7036C91265BE,Darwin,35°C,13,4km/h,No,4mm
A1902AC1-62E7-548C-63C2-FFA4F23F7FF7,Perth,34°C,51,6km/h,Yes,6mm
976D0607-912A-446D-53BE-F1AA32FD4110,Cairns,33°C,18,6km/h,No,5mm
366B1689-7263-501A-A59A-E4558C254491,Perth,35°C,6,3km/h,No,3mm
D347072E-2FA0-376D-771A-1D8EF0AB6872,Sydney,30°C,15,4km/h,Yes,10mm
6A0239DD-8A2F-081E-039B-32E59C290748,Sydney,32°C,17,4km/h,No,9mm
A0A1455E-6350-0B12-4F41-BD5421741D1A,Sydney,34°C,43,7km/h,No,3mm
96A64F8D-8271-5241-846F-3C54DB749A99,Cairns,34°C,27,4km/h,No,5mm
45621410-7C24-6016-115D-9208CEA449F6,Perth,29°C,60,7km/h,Yes,14mm
FA5FFAC7-8F2B-A688-19CF-653FEC436F9D,Cairns,36°C,21,3km/h,No,4mm
A8788ABB-9305-6E4D-7A77-7F7572639959,Adelaide,34°C,14,6km/h,No,4mm
BE703BB2-4491-4EDF-657A-5B33235D953F,Perth,36°C,12,3km/h,No,4mm
CCF37E41-07D1-521D-7D13-CC6645EF4BD5,Adelaide,31°C,9,7km/h,No,6mm
184DF59E-9305-1BBA-3E4B-F47561121C9D,Perth,32°C,41,6km/h,No,7mm
2AB8CB81-3BC7-994B-0A1A-FCF03FA09C06,Melbourne,32°C,29,5km/h,No,8mm
AA309881-088C-332E-A730-01884959A05A,Cairns,33°C,16,7km/h,Yes,5mm
8887EFF4-9C1D-A781-1CE5-6A9EB0486AAB,Sydney,34°C,28,3km/h,No,5mm
D4419E4E-4B56-8F1D-A244-A19A873C80A4,Darwin,34°C,47,7km/h,No,4mm
CDB65B42-2D6F-6C58-3F3A-EDD0D9E60B78,Sydney,32°C,14,5km/h,No,5mm
6AA11722-73AA-7700-24AB-5638A1D38340,Melbourne,30°C,58,5km/h,No,7mm
01601EB6-3A9D-89F3-8ED7-8707E2E976E9,Sydney,28°C,26,5km/h,Yes,14mm
84B00A36-72B4-739C-51E2-6CF5EE4F03FD,Cairns,33°C,30,5km/h,No,6mm
DB2680FC-7553-3317-33AE-8C201FEC0C7A,Perth,34°C,55,4km/h,No,4mm
6D8DE0E8-34A8-0552-87E1-8CA834AD62C5,Cairns,29°C,10,6km/h,Yes,14mm
00519B7C-80D3-5AF0-5668-7292060D09B3,Cairns,27°C,20,3km/h,Yes,13mm
DA4B01FE-6600-0E08-9A60-9684514230ED,Darwin,30°C,6,4km/h,Yes,13mm
F6562896-0D0B-7675-A0EA-A91DBAE168DD,Cairns,33°C,29,6km/h,Yes,7mm
C358BFDF-4F7E-68FF-04D3-C7581E078EDD,Darwin,36°C,36,5km/h,No,3mm
ED9D9AB8-82E9-500E-7F4C-8BB472603AC5,Perth,35°C,34,3km/h,No,5mm
4C16EB43-2C28-02F2-9676-2EF6FC3D0BA1,Cairns,31°C,50,5km/h,Yes,8mm
61722C64-0622-A194-5B78-6931088884B6,Sydney,35°C,6,7km/h,No,4mm
02167FE5-339D-89B5-4BDD-A1D23CA181D6,Adelaide,28°C,9,6km/h,Yes,13mm
1BB031BB-9C55-3261-27E6-35D8ECF00EC2,Melbourne,36°C,48,4km/h,No,3mm
114D0C8A-3A20-457A-1C57-585FBE201379,Melbourne,32°C,9,4km/h,Yes,6mm
F88E5775-86E6-262D-51A6-1212FA6C94C0,Darwin,34°C,24,7km/h,No,7mm
87806F32-2D83-3B67-A518-51E720300E90,Darwin,30°C,41,3km/h,No,7mm
97529B28-55F3-5C7E-366E-81B1E7BE0C98,Sydney,30°C,43,4km/h,No,6mm
79C99193-23A2-98E5-69D6-601C430292E8,Cairns,34°C,28,6km/h,Yes,5mm
033A08E3-A1F4-9C18-093B-420677140262,Sydney,32°C,55,3km/h,No,6mm
E3AE8505-84DC-75FB-94CE-BC36D4237FA6,Perth,35°C,14,7km/h,No,4mm
9EEBC503-6834-553B-92E5-8B8B33DA2E9E,Cairns,32°C,59,6km/h,Yes,7mm
EA1FD34E-09DA-2DE5-3058-178353CF5CCB,Cairns,35°C,27,3km/h,No,4mm
0FAA2B15-2692-460A-0E92-A21D1FAB846D,Adelaide,35°C,55,4km/h,No,3mm
85A97A23-1292-236C-9FD5-ABEC0F9815FC,Perth,28°C,57,3km/h,Yes,15mm
86077BB1-5819-03B3-02E0-EF1AF1AA42BC,Adelaide,27°C,48,6km/h,Yes,13mm
FDEFCAC4-3067-9987-3362-150640FA6318,Adelaide,33°C,25,7km/h,Yes,6mm
B5C7A814-2A6D-6CB5-439C-739036C40F44,Melbourne,33°C,36,7km/h,Yes,8mm
669E00D6-7FEF-74B4-83AB-DF944A5914CF,Sydney,36°C,45,3km/h,No,5mm
A8B81BDD-4653-A5CC-9B24-FF352CDC9D8F,Adelaide,27°C,40,3km/h,Yes,14mm
3278AFF4-0832-91C5-4C1D-6FBA1FFE8EA3,Sydney,30°C,37,6km/h,No,6mm
215D349F-A2A9-0D35-52AD-231226FE2ED5,Sydney,34°C,18,6km/h,No,5mm
D5239EE9-7DEB-7FE5-809E-11F74EDD6C9E,Sydney,31°C,9,4km/h,Yes,7mm
0BA9BF77-7C72-760C-8F3E-1EF6AA2B8F1A,Darwin,35°C,15,6km/h,No,3mm
1204800F-108A-1E80-13C0-D8AA0A7B3141,Sydney,34°C,54,5km/h,No,3mm
E89A6525-141C-A492-99CD-1F5DB8AB4E9C,Darwin,30°C,60,4km/h,Yes,12mm
70A253E7-6B4F-9CB1-771F-9217AC3C3443,Darwin,33°C,43,7km/h,No,6mm
88E50E66-0D64-6764-864B-76D915D583F5,Melbourne,27°C,19,6km/h,Yes,10mm
F049710D-6CB5-6539-4AD8-09612D51506E,Sydney,30°C,10,6km/h,Yes,8mm
066D26F0-01C2-0BEF-226B-DCCE851132AE,Perth,35°C,18,7km/h,No,4mm
428D1918-96D7-82D9-2223-71722F0234FF,Darwin,28°C,36,7km/h,Yes,11mm
D737D49F-385D-03EE-4B8C-4D196EAD4D17,Darwin,34°C,14,6km/h,No,3mm
BC751B8C-2F67-0BCC-18B7-802B8DD04EEA,Sydney,32°C,50,4km/h,Yes,9mm
DBA0788F-2CA9-1741-0CE3-8B14F2E37D02,Adelaide,34°C,51,7km/h,No,3mm
AEBE36FA-09D8-0013-0B51-BB325A120E44,Melbourne,34°C,47,4km/h,No,4mm
48E26180-9015-6821-778B-CD08F944943C,Darwin,35°C,14,7km/h,No,5mm
EBFF52D2-7803-1BAD-8DF0-BAB05C6B571F,Sydney,35°C,52,4km/h,No,4mm
2C0ED968-685E-A6A0-98D3-59EFFB257965,Sydney,30°C,21,6km/h,Yes,12mm
523DBA53-6560-4AC6-1C2B-F896F4CD2C14,Cairns,35°C,28,7km/h,No,3mm
7A6A6CDE-23D2-5A9C-6736-1F0DC207823E,Perth,27°C,40,6km/h,Yes,13mm
407462BF-0B53-3008-5D50-E992244B8E6A,Cairns,33°C,34,7km/h,Yes,7mm
8E8BB152-1462-2B43-0DD3-96DC877743FF,Adelaide,29°C,13,7km/h,Yes,10mm
79489CEE-8D8E-2D95-5095-58376F7493A2,Darwin,36°C,20,7km/h,No,5mm
5C26AFE4-160D-A6C9-7072-3882D3279C00,Perth,34°C,9,7km/h,No,5mm
662C573D-8F5F-0AF3-6766-8EFD16D5488B,Sydney,27°C,21,6km/h,Yes,11mm
1B19DB0B-84FB-97A5-3578-63FE304F96E2,Perth,31°C,27,7km/h,No,7mm
B31C6F15-6F8E-1790-77F0-CF2B2AB83330,Sydney,36°C,23,3km/h,No,4mm
9A0C7094-9AEF-64A2-A453-E18407549B9F,Sydney,33°C,55,5km/h,No,8mm
57C5B022-735D-5B99-2778-811E27A67B5B,Darwin,36°C,14,6km/h,No,4mm
62B6FD1E-23B3-7B03-254A-9BF1217F28A3,Cairns,29°C,60,6km/h,Yes,14mm
1469F1D1-11B0-5437-3CE9-28657FF56F42,Adelaide,34°C,47,3km/h,Yes,8mm
3DDA025A-7F70-5019-9F0B-4EC603FD602E,Cairns,31°C,22,3km/h,No,7mm
CBE0EEE7-79DC-34EE-1E19-5583E8ED4AEE,Darwin,28°C,6,5km/h,Yes,14mm
DADFFE4B-01F3-7F7F-8AB0-C2BA2C049E63,Adelaide,28°C,38,3km/h,Yes,12mm
5BFF217B-5192-486F-4EC1-2D0EBF80584A,Cairns,34°C,28,3km/h,No,3mm
DC798B6C-1351-3383-2198-B52430A44873,Perth,34°C,24,5km/h,Yes,5mm
1E51F273-68C7-7E63-A3BC-38B88B1169D9,Cairns,29°C,55,5km/h,Yes,12mm
42393F7F-9E29-0637-96DF-5B3C64F15DDE,Adelaide,27°C,8,3km/h,Yes,11mm
